link,n
https://www.brasildefato.com.br/2022/08/30/a-privatizacao-do-parque-do-turvo-problemas-no-novo-modelo-de-turismo-ecologico,53
https://www.brasildefato.com.br/2022/09/01/lula-quer-alianca-ambiental-entre-brasil-indonesia-e-congo,54
https://www.brasildefato.com.br/2022/10/02/marina-silva-volta-ao-parlamento-depois-de-11-anos-como-deputada-federal-por-sp,55
https://www.brasildefato.com.br/2022/10/05/amazonia-resultado-de-eleicoes-para-governador-da-sequencia-a-tragedia-socioambiental,56
https://www.brasildefato.com.br/2022/11/08/presidente-da-colombia-articula-com-lula-a-criacao-de-bloco-amazonico-contra-o-desmatamento,57
https://www.brasildefato.com.br/2022/11/14/com-criticas-a-cop27-manifesto-de-povos-da-amazonia-defende-desmercantilizacao-da-floresta,58
https://www.brasildefato.com.br/2022/11/14/o-ataque-a-natureza-coloca-a-humanidade-em-risco,59
https://www.brasildefato.com.br/2022/11/17/falsas-solucoes-via-mercado-de-carbono-nao-garantem-direito-a-estabilidade-climatica,60
https://www.brasildefato.com.br/2022/11/19/efeito-lula-governadores-da-amazonia-se-tornam-defensores-ambientais,61
https://www.brasildefato.com.br/2023/01/31/zerar-desmatamento-da-amazonia-e-cerrado-renderia-r-1-2-trilhao-ao-pib-mundial-diz-estudo,62
https://www.brasildefato.com.br/2023/02/25/o-ibama-voltou-a-trabalhar-diz-rodrigo-agostinho-novo-presidente-do-orgao,63
https://www.brasildefato.com.br/2023/03/26/secretaria-nacional-do-clima-defende-financiamento-e-plano-de-adaptacao-e-reducao-de-emissoes,64
https://www.brasildefato.com.br/2023/03/29/camara-pode-votar-nesta-quinta-mp-que-preve-exploracao-da-biodiversidade-em-florestas-publicas,65
https://www.brasildefato.com.br/2023/04/17/o-destaque-do-clima-na-visita-de-lula-a-beijing,66
https://www.brasildefato.com.br/2023/05/23/a-biodiversidade-que-se-constroi-no-territorio-do-campo-a-cidade,67
https://www.brasildefato.com.br/2023/05/24/do-campo-a-cidade-territorialidades-com-a-biodiversidade,68
https://www.brasildefato.com.br/2023/06/22/as-politicas-ambientais-e-climaticas-no-brasil,69
https://www.brasildefato.com.br/2023/06/23/muitos-anseios-cabo-de-guerra-na-questao-climatica-e-ambiental,70
https://www.brasildefato.com.br/2023/07/10/novos-diretores-da-trensurb-defendem-transporte-publico-estatal-e-de-qualidade,71
https://www.brasildefato.com.br/2023/07/27/plano-de-transicao-ecologica-do-brasil-e-noticia-em-jornal-de-negocios-britanico,72
https://www.brasildefato.com.br/2023/08/16/povos-indigenas-existem-e-resistem-no-brasil,73
https://www.brasildefato.com.br/2023/08/18/povos-indigenas-sob-ataque,74
https://www.brasildefato.com.br/2023/08/26/proposta-do-governo-pode-finalmente-tirar-do-papel-mercado-regulado-de-carbono,75
https://www.brasildefato.com.br/2023/09/05/povos-indigenas-brasileiros-existem-e-resistem,76
https://www.brasildefato.com.br/2023/09/08/fico-tranquila-estou-fazendo-meu-trabalho-o-desmatamento-esta-caindo-diz-marina,77
https://www.brasildefato.com.br/2023/10/03/regulacao-do-mercado-de-carbono-no-brasil-quais-sao-os-riscos-e-o-papel-dos-movimentos-sociais,78
https://www.brasildefato.com.br/2023/10/06/regulacao-do-mercado-de-carbono-no-brasil-quais-sao-os-riscos-e-o-papel-dos-movimentos-sociais,79
https://www.brasildefato.com.br/2023/10/09/creditos-de-carbono-entenda-a-regulamentacao-aprovada-pelo-senado-e-as-criticas-dos-movimentos-populares,80
https://www.brasildefato.com.br/2023/10/27/para-stedile-solucoes-para-combater-mudancas-climaticas-visam-de-fato-salvar-o-capitalismo,81
https://www1.folha.uol.com.br/mercado/2022/05/governo-publica-decreto-com-regras-para-mercado-de-carbono.shtml,82
https://www1.folha.uol.com.br/mercado/2022/05/criptomoeda-pode-ter-encontrado-seu-momento-cachinhos-dourados-entenda.shtml,83
https://www1.folha.uol.com.br/colunas/arminio-fraga/2022/05/desafios-globais-trazem-riscos-e-oportunidades-para-o-brasil.shtml,84
https://www1.folha.uol.com.br/ilustrissima/2022/05/brasil-devastou-quase-90-da-mata-atlantica-e-20-da-amazonia-depois-da-independencia.shtml,85
https://www1.folha.uol.com.br/mercado/2022/05/forum-economico-mundial-retoma-encontro-em-davos-sob-sombra-de-guerra-e-inflacao-e-brasil-apatico.shtml,86
https://www1.folha.uol.com.br/mpme/2022/05/negocios-apostam-no-conceito-de-floresta-em-pe-na-amazonia-e-na-mata-atlantica.shtml,87
https://www1.folha.uol.com.br/mercado/2022/05/unico-reajuste-possivel-a-funcionalismo-e-linear-e-de-ate-5-diz-guedes.shtml,88
https://www1.folha.uol.com.br/folha-social-mais/2022/05/festival-ods-mostra-potencia-do-brasil-em-sustentabilidade-se-superar-desafios-internos.shtml,89
https://www1.folha.uol.com.br/mercado/2022/06/em-meio-a-crise-do-clima-bahia-afrouxa-normas-para-irrigacao.shtml,90
https://www1.folha.uol.com.br/ambiente/2022/06/rio-92-impulsionou-ongs-e-movimento-ambientalista-no-brasil.shtml,91
https://www1.folha.uol.com.br/ambiente/2022/06/a-luta-dos-nossos-pais-e-avos-agora-conta-com-novas-armas-os-celulares-diz-lider-indigena.shtml,92
https://www1.folha.uol.com.br/colunas/por-que-economes-em-bom-portugues/2022/06/a-natureza-nao-tem-preco-mas-precisamos-de-um.shtml,93
https://www1.folha.uol.com.br/mercado/2022/06/decreto-sobre-mercado-de-carbono-e-ineficaz-dizem-especialistas.shtml,94
https://www1.folha.uol.com.br/colunas/marcos-mendes/2022/06/enganacao-ambiental.shtml,95
https://www1.folha.uol.com.br/mercado/2022/06/programas-de-compensacao-de-carbono-nao-entregam-o-que-prometem.shtml,96
https://www1.folha.uol.com.br/mercado/2022/06/made-in-brazil-hoje-exige-cuidado-diz-ceo-da-michelin.shtml,97
https://www1.folha.uol.com.br/ambiente/2022/06/industria-propoe-a-presidenciaveis-reducao-de-normas-para-licenca-ambiental.shtml,98
https://www1.folha.uol.com.br/ambiente/2022/06/revogaremos-atos-e-decretos-com-retrocessos-ambientais-diz-tebet.shtml,99
https://www1.folha.uol.com.br/poder/2022/06/bolsonaro-critica-vacina-contra-covid-em-tv-americana.shtml,100
https://www1.folha.uol.com.br/seminariosfolha/2022/07/folha-organiza-seminario-sobre-acoes-do-brasil-e-do-mundo-apos-a-cop26.shtml,101
https://www1.folha.uol.com.br/colunas/ronaldolemos/2022/07/criptomoedas-ano-do-perigo.shtml,102
https://www1.folha.uol.com.br/ambiente/2022/07/leite-acumula-numeros-piores-que-os-de-salles-apos-1-ano-a-frente-do-meio-ambiente.shtml,103
https://www1.folha.uol.com.br/mercado/2022/07/credito-de-carbono-bate-r-200-e-segura-queda-dos-precos-dos-combustiveis.shtml,104
https://www1.folha.uol.com.br/seminariosfolha/2022/07/mercado-financeiro-precisa-acelerar-implementacao-de-acordo-climatico.shtml,105
https://www1.folha.uol.com.br/opiniao/2022/07/precisamos-de-um-mercado-de-carbono.shtml,106
https://www1.folha.uol.com.br/colunas/painelsa/2022/07/disparada-em-credito-de-carbono-pode-virar-investigacao-no-cade.shtml,107
https://www1.folha.uol.com.br/ambiente/2022/07/como-seria-a-vida-se-nao-houvesse-mais-natureza.shtml,108
https://www1.folha.uol.com.br/colunas/painelsa/2022/07/cni-prepara-repertorio-da-industria-para-a-cop-27.shtml,109
https://www1.folha.uol.com.br/mercado/2022/07/gasolina-cai-pela-quarta-semana-e-ja-esta-abaixo-de-r-6-por-litro.shtml,110
https://www1.folha.uol.com.br/mercado/2022/08/creditos-de-carbono-transferem-renda-do-consumidor-para-o-produtor-dizem-criticos.shtml,111
https://www1.folha.uol.com.br/colunas/vaivem/2022/08/quebra-de-democracias-preocupa-agronegocio-segundo-associacao.shtml,112
https://www1.folha.uol.com.br/mercado/2022/08/democracia-e-base-de-desenvolvimento-economico-diz-lider-de-centro-empresarial.shtml,113
https://www1.folha.uol.com.br/blogs/ciencia-fundamental/2022/08/nossa-terra-tem-arvores-em-perigo.shtml,114
https://www1.folha.uol.com.br/ciencia/2022/08/por-que-a-nasa-dispara-raios-laser-em-arvores-a-partir-da-estacao-espacial-internacional.shtml,115
https://www1.folha.uol.com.br/opiniao/2022/08/estrategias-para-uma-economia-de-baixo-carbono.shtml,116
https://www1.folha.uol.com.br/mercado/2022/08/lula-planeja-credito-especial-para-incentivar-agro-verde-e-reduzir-pressao-sobre-amazonia.shtml,117
https://www1.folha.uol.com.br/colunas/painel/2022/08/candidato-a-deputado-promete-campanha-carbono-zero.shtml,118
https://www1.folha.uol.com.br/ambiente/2022/08/acoes-voluntarias-nao-resolverao-crise-climatica-diz-articuladora-do-acordo-de-paris.shtml,119
https://www1.folha.uol.com.br/mercado/2022/08/governo-blinda-zona-franca-de-manaus-para-destravar-corte-do-ipi.shtml,120
https://www1.folha.uol.com.br/colunas/helio-mattar/2022/08/esta-sera-uma-eleicao-pelo-clima.shtml,121
https://www1.folha.uol.com.br/ambiente/2022/08/lula-planeja-alianca-brasil-indonesia-e-congo-por-financiamento-a-protecao-de-florestas.shtml,122
https://estudio.folha.uol.com.br/amazonia-importa/2022/09/looping-positivo-potencializa-cadeias-amazonicas-de-producao.shtml,123
https://www1.folha.uol.com.br/colunas/painel/2022/09/felipe-davila-promete-compensar-emissoes-de-carbono-da-campanha.shtml,124
https://estudio.folha.uol.com.br/amazonia-importa/2022/09/o-tempo-da-floresta.shtml,125
https://www1.folha.uol.com.br/opiniao/2022/09/sociobiodiversidade-potencial-verde-para-o-brasil.shtml,126
https://www1.folha.uol.com.br/ambiente/2022/09/presidenciaveis-alcam-agenda-ambiental-aos-planos-economico-e-geopolitico.shtml,127
https://www1.folha.uol.com.br/colunas/por-que-economes-em-bom-portugues/2022/09/retomada-verde-como-o-pacote-ambiental-dos-eua-pode-mudar-as-emissoes-de-carbono-americanas.shtml,128
https://www1.folha.uol.com.br/folha-social-mais/2022/09/ongueiro-cria-negocios-em-serie-para-manter-floresta-em-pe.shtml,129
https://www1.folha.uol.com.br/ambiente/2022/09/campanha-de-lula-quer-destravar-fundo-amazonia-e-impulsionar-agenda-do-meio-ambiente.shtml,130
https://www1.folha.uol.com.br/colunas/candido-bracher/2022/09/uma-fresta-no-muro.shtml,131
https://www1.folha.uol.com.br/colunas/ilona-szabo/2022/09/o-futuro-que-escolhemos.shtml,132
https://www1.folha.uol.com.br/ambiente/2022/09/maior-parte-dos-candidatos-a-reeleicao-no-congresso-nao-apoia-pauta-ambiental.shtml,133
https://www1.folha.uol.com.br/opiniao/2022/09/a-agenda-ambiental-no-proximo-governo.shtml,134
https://www1.folha.uol.com.br/ambiente/2022/09/desmatamento-em-rondonia-avanca-ate-em-areas-protegidas-por-lei.shtml,135
https://www1.folha.uol.com.br/folha-social-mais/2022/09/projeto-de-restauracao-da-mata-atlantica-vence-premio-de-financas-verdes.shtml,136
https://www1.folha.uol.com.br/mundo/2022/09/candidatos-miram-diplomacia-ambiental-apos-retrocessos-sob-bolsonaro.shtml,137
https://estudio.folha.uol.com.br/enel/2022/10/empresas-ja-atuam-para-alcancar-o-net-zero-em-suas-operacoes.shtml,138
https://www1.folha.uol.com.br/ambiente/2022/10/republica-democratica-do-congo-brasil-e-indonesia-preparam-frente-comum-na-cop27.shtml,139
https://www1.folha.uol.com.br/ambiente/2022/10/meta-dos-eua-e-atingir-us-150-bilhoes-para-o-clima-ate-2030-diz-diretora-da-usaid.shtml,140
https://www1.folha.uol.com.br/mercado/2022/10/grupo-cosan-anuncia-compra-de-participacao-na-vale.shtml,141
https://www1.folha.uol.com.br/mercado/2022/10/boicote-internacional-ao-agro-e-risco-e-acabar-com-ilegalidades-deve-ser-prioridade-sob-lula-ou-bolsonaro-diz-roberto-rodrigues.shtml,142
https://www1.folha.uol.com.br/mercado/2022/10/guedes-defende-desoneracao-da-folha-na-saude-e-diz-que-impacto-nao-e-espantoso.shtml,143
https://www1.folha.uol.com.br/ilustrissima/2022/10/reflorestamento-na-amazonia-e-crucial-para-enfrentar-crise-climatica-e-economica.shtml,144
https://www1.folha.uol.com.br/ambiente/2022/10/bancada-antiambiental-tera-41-das-cadeiras-na-camara-aponta-analise.shtml,145
https://www1.folha.uol.com.br/mercado/2022/10/pressao-ambiental-faz-dobrar-numero-de-empresas-que-relatam-emissoes-de-carbono.shtml,146
https://top-of-mind.folha.uol.com.br/2022/10/avanco-das-fintechs-acirra-disputa-entre-marcas-no-top-financas.shtml,147
https://top-of-mind.folha.uol.com.br/2022/10/entenda-como-funciona-o-processo-de-compensacao-de-carbono.shtml,148
https://www1.folha.uol.com.br/opiniao/2022/10/a-amazonia-e-as-eleicoes.shtml,149
https://top-of-mind.folha.uol.com.br/2022/10/top-aplicativo-de-turismo-estreia-com-empate-entre-cvc-uber-e-123milhas.shtml,150
https://www1.folha.uol.com.br/colunas/tatiana-prazeres/2022/11/ha-espaco-para-brasil-colaborar-com-china-em-sustentabilidade-e-mudancas-climaticas.shtml,151
https://www1.folha.uol.com.br/ambiente/2022/11/com-lula-e-bolsonaro-brasil-tera-diferentes-facetas-na-cop27.shtml,152
https://www1.folha.uol.com.br/colunas/ana-paula-vescovi/2022/11/um-brasil-no-clima.shtml,153
https://www1.folha.uol.com.br/colunas/por-que-economes-em-bom-portugues/2022/11/entenda-o-que-o-lula-quis-dizer-com-investir-na-economia-verde.shtml,154
https://www1.folha.uol.com.br/ambiente/2022/11/desejada-por-lula-parceria-com-indonesia-e-congo-pode-sair-sob-bolsonaro-na-cop27.shtml,155
https://www1.folha.uol.com.br/ambiente/2022/11/governos-do-arco-de-devastacao-da-amazonia-vao-a-cop27-em-busca-de-recursos-e-alinhamento-a-lula.shtml,156
https://www1.folha.uol.com.br/ambiente/2022/11/o-mundo-todo-nos-convida-para-reunioes-menos-nosso-estado-diz-txai-surui-na-cop27.shtml,157
https://www1.folha.uol.com.br/mercado/2022/11/vale-suzano-marfrig-e-bancos-criam-empresa-para-restaurar-florestas.shtml,158
https://www1.folha.uol.com.br/mercado/2022/11/investimento-agro-troca-desmatamento-por-carbono-para-atrair-milionarios.shtml,159
https://www1.folha.uol.com.br/ambiente/2022/11/entenda-o-jargao-climatico-usado-nas-discussoes-da-conferencia-do-clima-da-onu.shtml,160
https://www1.folha.uol.com.br/mercado/2022/11/responsabilidades-fiscal-e-social-andam-juntas-diz-persio-arida.shtml,161
https://www1.folha.uol.com.br/ambiente/2022/11/joaquim-leite-critica-jatinhos-e-reducao-de-emissoes-extremamente-forcada-em-discurso-na-cop27.shtml,162
https://www1.folha.uol.com.br/ambiente/2022/11/nao-da-para-discutir-papel-das-florestas-no-clima-sem-ouvir-quem-mora-la-diz-lideranca-do-xingu.shtml,163
https://www1.folha.uol.com.br/mercado/2022/11/pec-da-transicao-deve-excluir-do-teto-projetos-ambientais-custeados-com-doacoes.shtml,164
https://www1.folha.uol.com.br/ambiente/2022/11/ausente-das-negociacoes-ministro-joaquim-leite-pratica-mergulho-durante-cop27.shtml,165
https://www1.folha.uol.com.br/ambiente/2022/11/cop27-relembre-resultados-de-cops-do-clima.shtml,166
https://www1.folha.uol.com.br/colunas/painel/2022/11/fundo-amazonia-deve-receber-novo-aporte-de-mais-de-r-5-bilhoes-diz-helder-barbalho.shtml,167
https://www1.folha.uol.com.br/ambiente/2022/11/paises-sinalizam-concordar-com-criacao-de-fundo-para-reparar-danos-climaticos.shtml,168
https://www1.folha.uol.com.br/ambiente/2022/11/brasil-na-cop27-foi-marcado-por-lula-e-acordos-de-florestas-assinados-e-ignorados.shtml,169
https://www1.folha.uol.com.br/ambiente/2022/11/deficit-de-lideranca-diante-da-emergencia-climatica.shtml,170
https://www1.folha.uol.com.br/mercado/2022/11/agro-ja-adere-a-lula-e-quem-nao-vier-ficara-para-tras-diz-geller-cotado-para-ministro.shtml,171
https://www1.folha.uol.com.br/mercado/2022/11/mercado-de-carbono-enfrenta-entraves-tecnicos-e-politicos-no-brasil.shtml,172
https://www1.folha.uol.com.br/mercado/2022/11/banco-mundial-vai-entregar-a-lula-proposta-de-agenda-economica.shtml,173
https://www1.folha.uol.com.br/mercado/2022/11/aceleradoras-apoiam-negocios-que-geram-renda-na-amazonia.shtml,174
https://www1.folha.uol.com.br/folha-social-mais/2022/11/festival-debate-bioeconomia-e-negocios-de-impacto-na-amazonia.shtml,175
https://estudio.folha.uol.com.br/cni-plano-de-reindustrializacao/2022/12/medidas-para-reindustrializar-o-pais.shtml,176
https://www1.folha.uol.com.br/colunas/painelsa/2022/12/industria-quimica-reclama-de-bolsonaro-e-quer-incentivo-para-uso-de-hidrogenio.shtml,177
https://www1.folha.uol.com.br/colunas/por-que-economes-em-bom-portugues/2022/12/acessorio-ou-estrategico-a-importancia-do-clima-na-agenda-do-novo-governo.shtml,178
https://www1.folha.uol.com.br/colunas/painelsa/2022/12/governo-gaucho-quer-hidrogenio-ate-em-caminhao.shtml,179
https://www1.folha.uol.com.br/mercado/2022/12/banco-mundial-vai-emprestar-us-500-milhoes-para-ajudar-brasil-a-atingir-metas-climaticas.shtml,180
https://www1.folha.uol.com.br/mercado/2022/12/cvm-publica-novo-marco-regulatorio-dos-fundos-de-investimento.shtml,181
https://www1.folha.uol.com.br/colunas/por-que-economes-em-bom-portugues/2023/01/como-resolver-o-problema-do-clima-uma-explicacao-do-ponto-de-vista-dos-economistas.shtml,182
https://www1.folha.uol.com.br/opiniao/2023/01/transicao-energetica-com-novos-empreendimentos-e-empregos.shtml,183
https://www1.folha.uol.com.br/ambiente/2023/01/governo-aposta-em-doacoes-do-fundo-amazonia-para-retomar-fiscalizacao-ambiental.shtml,184
https://www1.folha.uol.com.br/colunas/rodrigo-tavares/2023/01/lula-acertou-sobre-o-bndes-apesar-de-ter-errado.shtml,185
https://www1.folha.uol.com.br/mercado/2023/01/zerar-desmatamento-na-amazonia-e-no-cerrado-pode-gerar-ganho-de-r-12-tri.shtml,186
https://www1.folha.uol.com.br/ambiente/2023/01/destino-de-107-mil-imoveis-cancelados-em-acao-contra-grilagem-e-desconhecido-no-para.shtml,187
https://www1.folha.uol.com.br/colunas/por-que-economes-em-bom-portugues/2023/02/como-mudancas-climaticas-afetam-a-economia-enquanto-campo-de-estudo.shtml,188
https://www1.folha.uol.com.br/colunas/renato-terra/2023/02/lula-critica-o-banco-imobiliario.shtml,189
https://www1.folha.uol.com.br/ambiente/2023/02/entenda-como-funciona-o-fundo-amazonia-a-que-os-eua-vao-se-juntar.shtml,190
https://www1.folha.uol.com.br/ilustrissima/2023/02/boi-toma-lugar-da-floresta-na-cultura-da-amazonia-afirma-joao-moreira-salles.shtml,191
https://www1.folha.uol.com.br/opiniao/2023/02/sua-marca-tem-razao.shtml,192
https://www1.folha.uol.com.br/colunas/painel/2023/02/fercomerciosp-vai-pedir-a-marina-silva-regulacao-de-mercado-de-carbono.shtml,193
https://www1.folha.uol.com.br/mercado/2023/02/caso-americanas-reflete-cultura-toxica-de-resultado-a-qualquer-custo-diz-gestor.shtml,194
https://www1.folha.uol.com.br/mercado/2023/03/aereas-dao-opcao-para-passageiro-pagar-compensacao-por-poluicao-dos-voos.shtml,195
https://www1.folha.uol.com.br/colunas/painel/2023/03/marina-silva-sinaliza-prioridade-a-mercado-de-carbono-acessivel-a-pequenos-comerciantes.shtml,196
https://www1.folha.uol.com.br/mercado/2023/03/negocios-verdes-miram-mercado-bilionario-e-esperam-impulso-com-novo-governo.shtml,197
https://www1.folha.uol.com.br/ilustrissima/2023/03/mesmo-sem-projeto-lula-tera-sucesso-se-frear-extrema-direita-diz-paulo-arantes.shtml,198
https://www1.folha.uol.com.br/colunas/vaivem/2023/03/precos-maiores-sustentam-balanca-no-primeiro-bimestre.shtml,199
https://www1.folha.uol.com.br/ambiente/2023/03/recuperacao-de-floresta-tropical-compensa-26-de-emissoes-de-carbono.shtml,200
https://www1.folha.uol.com.br/colunas/marcos-mendes/2023/03/bndes-sinaliza-que-repetira-erros-que-nos-custaram-caro.shtml,201
https://www1.folha.uol.com.br/mercado/2023/03/novo-marco-de-fundos-aumenta-seguranca-e-diversificacao-aos-investidores.shtml,202
https://www1.folha.uol.com.br/mercado/2023/03/cvm-adia-para-outubro-inicio-da-vigencia-do-novo-marco-de-fundos.shtml,203
https://www1.folha.uol.com.br/blogs/cannabis-inc/2023/03/mercado-aposta-no-futuro-do-canhamo-no-brasil.shtml,204
https://www1.folha.uol.com.br/ambiente/2023/03/camara-aprova-medida-provisoria-que-afrouxa-protecao-a-mata-atlantica.shtml,205
https://www1.folha.uol.com.br/ambiente/2023/03/lula-deve-negociar-venda-de-ate-us-10-bi-por-ano-em-licenca-para-poluir-a-china.shtml,206
https://www1.folha.uol.com.br/ambiente/2023/03/algas-transformam-oceanos-na-nova-fronteira-da-agricultura.shtml,207
https://www1.folha.uol.com.br/mercado/2023/04/revendedores-querem-mais-carros-populares-mas-nao-apoiam-modelo-100-a-etanol.shtml,208
https://www1.folha.uol.com.br/mercado/2023/04/marina-silva-defende-que-reforma-tributaria-considere-mecanismos-de-baixo-carbono.shtml,209
https://www1.folha.uol.com.br/mercado/2023/04/como-declarar-bitcoin-e-outras-criptomoedas-no-imposto-de-renda-2023.shtml,210
https://www1.folha.uol.com.br/ambiente/2023/04/eua-vao-anunciar-us-500-milhoes-para-fundo-amazonia-nos-proximos-5-anos.shtml,211
https://www1.folha.uol.com.br/mercado/2023/04/somente-10-das-65-empresas-que-abriram-capital-em-2020-e-2021-tem-alta-desde-estreia-na-bolsa.shtml,212
https://www1.folha.uol.com.br/opiniao/2023/04/projetos-essenciais-para-o-brasil-voltar-a-crescer.shtml,213
